,Filename,Label,ClassName
4999,HerbaceousVegetation/HerbaceousVegetation_976.jpg,2,HerbaceousVegetation
1239,Pasture/Pasture_1120.jpg,5,Pasture
9044,Forest/Forest_677.jpg,1,Forest
968,Pasture/Pasture_417.jpg,5,Pasture
6012,Residential/Residential_1224.jpg,7,Residential
17003,AnnualCrop/AnnualCrop_1397.jpg,0,AnnualCrop
12677,Highway/Highway_2202.jpg,3,Highway
1980,Industrial/Industrial_1169.jpg,4,Industrial
2029,Industrial/Industrial_2081.jpg,4,Industrial
10665,River/River_2395.jpg,8,River
3591,HerbaceousVegetation/HerbaceousVegetation_2525.jpg,2,HerbaceousVegetation
4114,HerbaceousVegetation/HerbaceousVegetation_2412.jpg,2,HerbaceousVegetation
12252,Highway/Highway_769.jpg,3,Highway
18006,PermanentCrop/PermanentCrop_548.jpg,6,PermanentCrop
11922,Highway/Highway_744.jpg,3,Highway
9443,Forest/Forest_785.jpg,1,Forest
16911,AnnualCrop/AnnualCrop_588.jpg,0,AnnualCrop
338,Pasture/Pasture_603.jpg,5,Pasture
18634,PermanentCrop/PermanentCrop_578.jpg,6,PermanentCrop
10437,River/River_949.jpg,8,River
7482,Forest/Forest_2652.jpg,1,Forest
14358,SeaLake/SeaLake_506.jpg,9,SeaLake
3883,HerbaceousVegetation/HerbaceousVegetation_2430.jpg,2,HerbaceousVegetation
17694,PermanentCrop/PermanentCrop_1575.jpg,6,PermanentCrop
2381,Industrial/Industrial_1288.jpg,4,Industrial
2906,Industrial/Industrial_2076.jpg,4,Industrial
16016,AnnualCrop/AnnualCrop_2244.jpg,0,AnnualCrop
8486,Forest/Forest_204.jpg,1,Forest
18772,PermanentCrop/PermanentCrop_951.jpg,6,PermanentCrop
4540,HerbaceousVegetation/HerbaceousVegetation_1046.jpg,2,HerbaceousVegetation
5170,HerbaceousVegetation/HerbaceousVegetation_84.jpg,2,HerbaceousVegetation
8194,Forest/Forest_2587.jpg,1,Forest
16629,AnnualCrop/AnnualCrop_986.jpg,0,AnnualCrop
6986,Residential/Residential_890.jpg,7,Residential
6253,Residential/Residential_2562.jpg,7,Residential
14929,SeaLake/SeaLake_1436.jpg,9,SeaLake
5933,Residential/Residential_499.jpg,7,Residential
16434,AnnualCrop/AnnualCrop_2554.jpg,0,AnnualCrop
13443,SeaLake/SeaLake_440.jpg,9,SeaLake
16679,AnnualCrop/AnnualCrop_512.jpg,0,AnnualCrop
772,Pasture/Pasture_1039.jpg,5,Pasture
2327,Industrial/Industrial_691.jpg,4,Industrial
18615,PermanentCrop/PermanentCrop_676.jpg,6,PermanentCrop
6441,Residential/Residential_2917.jpg,7,Residential
16956,AnnualCrop/AnnualCrop_2088.jpg,0,AnnualCrop
11874,Highway/Highway_212.jpg,3,Highway
11897,Highway/Highway_2447.jpg,3,Highway
18663,PermanentCrop/PermanentCrop_722.jpg,6,PermanentCrop
4273,HerbaceousVegetation/HerbaceousVegetation_1722.jpg,2,HerbaceousVegetation
17821,PermanentCrop/PermanentCrop_198.jpg,6,PermanentCrop
1846,Industrial/Industrial_1341.jpg,4,Industrial
1824,Industrial/Industrial_2243.jpg,4,Industrial
4409,HerbaceousVegetation/HerbaceousVegetation_2315.jpg,2,HerbaceousVegetation
3827,HerbaceousVegetation/HerbaceousVegetation_1773.jpg,2,HerbaceousVegetation
12741,Highway/Highway_2241.jpg,3,Highway
15578,AnnualCrop/AnnualCrop_2235.jpg,0,AnnualCrop
7463,Forest/Forest_184.jpg,1,Forest
11763,Highway/Highway_756.jpg,3,Highway
16963,AnnualCrop/AnnualCrop_1677.jpg,0,AnnualCrop
7514,Forest/Forest_740.jpg,1,Forest
5284,Residential/Residential_2306.jpg,7,Residential
13243,SeaLake/SeaLake_412.jpg,9,SeaLake
936,Pasture/Pasture_637.jpg,5,Pasture
9735,River/River_1860.jpg,8,River
11343,Highway/Highway_1535.jpg,3,Highway
5949,Residential/Residential_1914.jpg,7,Residential
15559,AnnualCrop/AnnualCrop_1464.jpg,0,AnnualCrop
200,Pasture/Pasture_282.jpg,5,Pasture
2437,Industrial/Industrial_677.jpg,4,Industrial
4519,HerbaceousVegetation/HerbaceousVegetation_31.jpg,2,HerbaceousVegetation
17472,PermanentCrop/PermanentCrop_1698.jpg,6,PermanentCrop
6152,Residential/Residential_1955.jpg,7,Residential
11636,Highway/Highway_1389.jpg,3,Highway
4768,HerbaceousVegetation/HerbaceousVegetation_966.jpg,2,HerbaceousVegetation
13040,SeaLake/SeaLake_1311.jpg,9,SeaLake
11157,River/River_1445.jpg,8,River
17815,PermanentCrop/PermanentCrop_1373.jpg,6,PermanentCrop
4986,HerbaceousVegetation/HerbaceousVegetation_1423.jpg,2,HerbaceousVegetation
2987,Industrial/Industrial_414.jpg,4,Industrial
10650,River/River_2027.jpg,8,River
3970,HerbaceousVegetation/HerbaceousVegetation_863.jpg,2,HerbaceousVegetation
2364,Industrial/Industrial_2161.jpg,4,Industrial
6005,Residential/Residential_742.jpg,7,Residential
1209,Pasture/Pasture_475.jpg,5,Pasture
13421,SeaLake/SeaLake_1471.jpg,9,SeaLake
14556,SeaLake/SeaLake_688.jpg,9,SeaLake
11754,Highway/Highway_995.jpg,3,Highway
15234,AnnualCrop/AnnualCrop_186.jpg,0,AnnualCrop
941,Pasture/Pasture_1413.jpg,5,Pasture
8107,Forest/Forest_758.jpg,1,Forest
14042,SeaLake/SeaLake_2987.jpg,9,SeaLake
3905,HerbaceousVegetation/HerbaceousVegetation_126.jpg,2,HerbaceousVegetation
11011,River/River_1643.jpg,8,River
11052,River/River_327.jpg,8,River
16291,AnnualCrop/AnnualCrop_846.jpg,0,AnnualCrop
7731,Forest/Forest_1264.jpg,1,Forest
1528,Industrial/Industrial_2456.jpg,4,Industrial
17459,PermanentCrop/PermanentCrop_1609.jpg,6,PermanentCrop
12469,Highway/Highway_223.jpg,3,Highway
1738,Industrial/Industrial_310.jpg,4,Industrial
13590,SeaLake/SeaLake_2163.jpg,9,SeaLake
11646,Highway/Highway_435.jpg,3,Highway
2846,Industrial/Industrial_159.jpg,4,Industrial
4681,HerbaceousVegetation/HerbaceousVegetation_1327.jpg,2,HerbaceousVegetation
8222,Forest/Forest_2071.jpg,1,Forest
6937,Residential/Residential_2791.jpg,7,Residential
4569,HerbaceousVegetation/HerbaceousVegetation_2738.jpg,2,HerbaceousVegetation
1885,Industrial/Industrial_311.jpg,4,Industrial
9931,River/River_1783.jpg,8,River
12093,Highway/Highway_1347.jpg,3,Highway
14265,SeaLake/SeaLake_795.jpg,9,SeaLake
17715,PermanentCrop/PermanentCrop_462.jpg,6,PermanentCrop
13300,SeaLake/SeaLake_2830.jpg,9,SeaLake
3914,HerbaceousVegetation/HerbaceousVegetation_506.jpg,2,HerbaceousVegetation
3689,HerbaceousVegetation/HerbaceousVegetation_1793.jpg,2,HerbaceousVegetation
12339,Highway/Highway_2074.jpg,3,Highway
3716,HerbaceousVegetation/HerbaceousVegetation_1547.jpg,2,HerbaceousVegetation
5192,HerbaceousVegetation/HerbaceousVegetation_2946.jpg,2,HerbaceousVegetation
4490,HerbaceousVegetation/HerbaceousVegetation_2891.jpg,2,HerbaceousVegetation
16431,AnnualCrop/AnnualCrop_63.jpg,0,AnnualCrop
17092,AnnualCrop/AnnualCrop_2200.jpg,0,AnnualCrop
4632,HerbaceousVegetation/HerbaceousVegetation_2896.jpg,2,HerbaceousVegetation
7183,Residential/Residential_658.jpg,7,Residential
11725,Highway/Highway_2478.jpg,3,Highway
5572,Residential/Residential_737.jpg,7,Residential
10687,River/River_1110.jpg,8,River
9758,River/River_1997.jpg,8,River
9944,River/River_1211.jpg,8,River
3117,Industrial/Industrial_1761.jpg,4,Industrial
12751,Highway/Highway_1042.jpg,3,Highway
7961,Forest/Forest_647.jpg,1,Forest
4274,HerbaceousVegetation/HerbaceousVegetation_2436.jpg,2,HerbaceousVegetation
11997,Highway/Highway_1365.jpg,3,Highway
16884,AnnualCrop/AnnualCrop_289.jpg,0,AnnualCrop
14156,SeaLake/SeaLake_774.jpg,9,SeaLake
7771,Forest/Forest_812.jpg,1,Forest
8966,Forest/Forest_815.jpg,1,Forest
9866,River/River_2174.jpg,8,River
1793,Industrial/Industrial_418.jpg,4,Industrial
14305,SeaLake/SeaLake_798.jpg,9,SeaLake
8708,Forest/Forest_2687.jpg,1,Forest
13236,SeaLake/SeaLake_2292.jpg,9,SeaLake
11841,Highway/Highway_1933.jpg,3,Highway
10511,River/River_2169.jpg,8,River
16994,AnnualCrop/AnnualCrop_672.jpg,0,AnnualCrop
18605,PermanentCrop/PermanentCrop_1457.jpg,6,PermanentCrop
17911,PermanentCrop/PermanentCrop_1365.jpg,6,PermanentCrop
2212,Industrial/Industrial_2141.jpg,4,Industrial
13136,SeaLake/SeaLake_1728.jpg,9,SeaLake
5487,Residential/Residential_974.jpg,7,Residential
4486,HerbaceousVegetation/HerbaceousVegetation_1207.jpg,2,HerbaceousVegetation
3705,HerbaceousVegetation/HerbaceousVegetation_1936.jpg,2,HerbaceousVegetation
2835,Industrial/Industrial_1275.jpg,4,Industrial
2325,Industrial/Industrial_992.jpg,4,Industrial
3513,HerbaceousVegetation/HerbaceousVegetation_262.jpg,2,HerbaceousVegetation
8478,Forest/Forest_2275.jpg,1,Forest
5733,Residential/Residential_540.jpg,7,Residential
10769,River/River_1708.jpg,8,River
14397,SeaLake/SeaLake_540.jpg,9,SeaLake
7360,Forest/Forest_140.jpg,1,Forest
2578,Industrial/Industrial_1472.jpg,4,Industrial
11178,River/River_1408.jpg,8,River
738,Pasture/Pasture_421.jpg,5,Pasture
13220,SeaLake/SeaLake_1688.jpg,9,SeaLake
6604,Residential/Residential_1846.jpg,7,Residential
12748,Highway/Highway_2014.jpg,3,Highway
5909,Residential/Residential_757.jpg,7,Residential
4092,HerbaceousVegetation/HerbaceousVegetation_2033.jpg,2,HerbaceousVegetation
263,Pasture/Pasture_1504.jpg,5,Pasture
12903,Highway/Highway_2155.jpg,3,Highway
17218,PermanentCrop/PermanentCrop_2018.jpg,6,PermanentCrop
16276,AnnualCrop/AnnualCrop_2517.jpg,0,AnnualCrop
12360,Highway/Highway_2058.jpg,3,Highway
3361,HerbaceousVegetation/HerbaceousVegetation_704.jpg,2,HerbaceousVegetation
14365,SeaLake/SeaLake_379.jpg,9,SeaLake
12583,Highway/Highway_856.jpg,3,Highway
13676,SeaLake/SeaLake_62.jpg,9,SeaLake
4212,HerbaceousVegetation/HerbaceousVegetation_1999.jpg,2,HerbaceousVegetation
6632,Residential/Residential_1780.jpg,7,Residential
6889,Residential/Residential_1901.jpg,7,Residential
16609,AnnualCrop/AnnualCrop_2288.jpg,0,AnnualCrop
8239,Forest/Forest_573.jpg,1,Forest
15547,AnnualCrop/AnnualCrop_1108.jpg,0,AnnualCrop
9427,Forest/Forest_224.jpg,1,Forest
13400,SeaLake/SeaLake_443.jpg,9,SeaLake
4825,HerbaceousVegetation/HerbaceousVegetation_1906.jpg,2,HerbaceousVegetation
15310,AnnualCrop/AnnualCrop_2528.jpg,0,AnnualCrop
6531,Residential/Residential_2566.jpg,7,Residential
6617,Residential/Residential_462.jpg,7,Residential
6455,Residential/Residential_1883.jpg,7,Residential
18381,PermanentCrop/PermanentCrop_43.jpg,6,PermanentCrop
11362,Highway/Highway_1840.jpg,3,Highway
11321,Highway/Highway_1323.jpg,3,Highway
16264,AnnualCrop/AnnualCrop_1961.jpg,0,AnnualCrop
11175,River/River_390.jpg,8,River
14917,SeaLake/SeaLake_57.jpg,9,SeaLake
367,Pasture/Pasture_1354.jpg,5,Pasture
11186,River/River_554.jpg,8,River
2317,Industrial/Industrial_616.jpg,4,Industrial
5750,Residential/Residential_2433.jpg,7,Residential
15479,AnnualCrop/AnnualCrop_330.jpg,0,AnnualCrop
5638,Residential/Residential_281.jpg,7,Residential
18323,PermanentCrop/PermanentCrop_185.jpg,6,PermanentCrop
9175,Forest/Forest_1028.jpg,1,Forest
16233,AnnualCrop/AnnualCrop_2663.jpg,0,AnnualCrop
6477,Residential/Residential_2773.jpg,7,Residential
1961,Industrial/Industrial_1334.jpg,4,Industrial
12348,Highway/Highway_2189.jpg,3,Highway
4124,HerbaceousVegetation/HerbaceousVegetation_527.jpg,2,HerbaceousVegetation
10506,River/River_727.jpg,8,River
6690,Residential/Residential_1675.jpg,7,Residential
4889,HerbaceousVegetation/HerbaceousVegetation_2098.jpg,2,HerbaceousVegetation
16010,AnnualCrop/AnnualCrop_2199.jpg,0,AnnualCrop
8237,Forest/Forest_2209.jpg,1,Forest
18774,PermanentCrop/PermanentCrop_1979.jpg,6,PermanentCrop
3405,HerbaceousVegetation/HerbaceousVegetation_2503.jpg,2,HerbaceousVegetation
12061,Highway/Highway_1027.jpg,3,Highway
15301,AnnualCrop/AnnualCrop_2126.jpg,0,AnnualCrop
4062,HerbaceousVegetation/HerbaceousVegetation_412.jpg,2,HerbaceousVegetation
10954,River/River_2228.jpg,8,River
8513,Forest/Forest_408.jpg,1,Forest
12884,Highway/Highway_1477.jpg,3,Highway
3304,HerbaceousVegetation/HerbaceousVegetation_2810.jpg,2,HerbaceousVegetation
9777,River/River_1911.jpg,8,River
12036,Highway/Highway_2491.jpg,3,Highway
13891,SeaLake/SeaLake_2547.jpg,9,SeaLake
8905,Forest/Forest_2138.jpg,1,Forest
7059,Residential/Residential_766.jpg,7,Residential
10759,River/River_1043.jpg,8,River
18015,PermanentCrop/PermanentCrop_723.jpg,6,PermanentCrop
3549,HerbaceousVegetation/HerbaceousVegetation_367.jpg,2,HerbaceousVegetation
489,Pasture/Pasture_1502.jpg,5,Pasture
3752,HerbaceousVegetation/HerbaceousVegetation_1975.jpg,2,HerbaceousVegetation
12298,Highway/Highway_1397.jpg,3,Highway
13434,SeaLake/SeaLake_829.jpg,9,SeaLake
11315,Highway/Highway_1112.jpg,3,Highway
15790,AnnualCrop/AnnualCrop_1014.jpg,0,AnnualCrop
6100,Residential/Residential_594.jpg,7,Residential
5663,Residential/Residential_670.jpg,7,Residential
8400,Forest/Forest_37.jpg,1,Forest
12674,Highway/Highway_139.jpg,3,Highway
2131,Industrial/Industrial_2489.jpg,4,Industrial
18429,PermanentCrop/PermanentCrop_1648.jpg,6,PermanentCrop
1771,Industrial/Industrial_2077.jpg,4,Industrial
4677,HerbaceousVegetation/HerbaceousVegetation_1743.jpg,2,HerbaceousVegetation
11308,Highway/Highway_1764.jpg,3,Highway
18176,PermanentCrop/PermanentCrop_1239.jpg,6,PermanentCrop
7303,Residential/Residential_1503.jpg,7,Residential
6775,Residential/Residential_1903.jpg,7,Residential
8542,Forest/Forest_1997.jpg,1,Forest
17259,PermanentCrop/PermanentCrop_25.jpg,6,PermanentCrop
1072,Pasture/Pasture_1555.jpg,5,Pasture
9616,River/River_1832.jpg,8,River
11068,River/River_1175.jpg,8,River
6021,Residential/Residential_93.jpg,7,Residential
3667,HerbaceousVegetation/HerbaceousVegetation_124.jpg,2,HerbaceousVegetation
10668,River/River_2326.jpg,8,River
2287,Industrial/Industrial_2484.jpg,4,Industrial
14776,SeaLake/SeaLake_1508.jpg,9,SeaLake
12130,Highway/Highway_1055.jpg,3,Highway
1482,Industrial/Industrial_2045.jpg,4,Industrial
1800,Industrial/Industrial_1706.jpg,4,Industrial
6651,Residential/Residential_2337.jpg,7,Residential
18533,PermanentCrop/PermanentCrop_463.jpg,6,PermanentCrop
2414,Industrial/Industrial_768.jpg,4,Industrial
6764,Residential/Residential_1931.jpg,7,Residential
4318,HerbaceousVegetation/HerbaceousVegetation_471.jpg,2,HerbaceousVegetation
7268,Residential/Residential_284.jpg,7,Residential
18536,PermanentCrop/PermanentCrop_1902.jpg,6,PermanentCrop
17195,PermanentCrop/PermanentCrop_2423.jpg,6,PermanentCrop
771,Pasture/Pasture_1742.jpg,5,Pasture
7058,Residential/Residential_1029.jpg,7,Residential
9058,Forest/Forest_2578.jpg,1,Forest
10121,River/River_345.jpg,8,River
13773,SeaLake/SeaLake_277.jpg,9,SeaLake
16478,AnnualCrop/AnnualCrop_762.jpg,0,AnnualCrop
1728,Industrial/Industrial_2185.jpg,4,Industrial
9716,River/River_1486.jpg,8,River
12638,Highway/Highway_1742.jpg,3,Highway
12960,SeaLake/SeaLake_1614.jpg,9,SeaLake
16060,AnnualCrop/AnnualCrop_2069.jpg,0,AnnualCrop
6065,Residential/Residential_2382.jpg,7,Residential
16745,AnnualCrop/AnnualCrop_431.jpg,0,AnnualCrop
2494,Industrial/Industrial_1270.jpg,4,Industrial
11353,Highway/Highway_2473.jpg,3,Highway
4872,HerbaceousVegetation/HerbaceousVegetation_912.jpg,2,HerbaceousVegetation
14773,SeaLake/SeaLake_2535.jpg,9,SeaLake
15450,AnnualCrop/AnnualCrop_2292.jpg,0,AnnualCrop
8379,Forest/Forest_413.jpg,1,Forest
15276,AnnualCrop/AnnualCrop_2749.jpg,0,AnnualCrop
906,Pasture/Pasture_430.jpg,5,Pasture
9649,River/River_162.jpg,8,River
12220,Highway/Highway_2446.jpg,3,Highway
9526,River/River_1658.jpg,8,River
17189,PermanentCrop/PermanentCrop_1727.jpg,6,PermanentCrop
14770,SeaLake/SeaLake_1214.jpg,9,SeaLake
8931,Forest/Forest_826.jpg,1,Forest
16746,AnnualCrop/AnnualCrop_1836.jpg,0,AnnualCrop
3168,HerbaceousVegetation/HerbaceousVegetation_2952.jpg,2,HerbaceousVegetation
5057,HerbaceousVegetation/HerbaceousVegetation_2068.jpg,2,HerbaceousVegetation
10519,River/River_598.jpg,8,River
1222,Pasture/Pasture_892.jpg,5,Pasture
11374,Highway/Highway_2293.jpg,3,Highway
4448,HerbaceousVegetation/HerbaceousVegetation_2827.jpg,2,HerbaceousVegetation
9505,River/River_1158.jpg,8,River
364,Pasture/Pasture_1495.jpg,5,Pasture
1703,Industrial/Industrial_529.jpg,4,Industrial
1139,Pasture/Pasture_683.jpg,5,Pasture
1195,Pasture/Pasture_1209.jpg,5,Pasture
8241,Forest/Forest_1067.jpg,1,Forest
13158,SeaLake/SeaLake_918.jpg,9,SeaLake
796,Pasture/Pasture_97.jpg,5,Pasture
12364,Highway/Highway_646.jpg,3,Highway
14369,SeaLake/SeaLake_2155.jpg,9,SeaLake
15660,AnnualCrop/AnnualCrop_1311.jpg,0,AnnualCrop
15311,AnnualCrop/AnnualCrop_1906.jpg,0,AnnualCrop
140,Pasture/Pasture_811.jpg,5,Pasture
18055,PermanentCrop/PermanentCrop_2052.jpg,6,PermanentCrop
15002,SeaLake/SeaLake_2484.jpg,9,SeaLake
6344,Residential/Residential_1646.jpg,7,Residential
17754,PermanentCrop/PermanentCrop_66.jpg,6,PermanentCrop
11397,Highway/Highway_633.jpg,3,Highway
3668,HerbaceousVegetation/HerbaceousVegetation_1484.jpg,2,HerbaceousVegetation
5551,Residential/Residential_920.jpg,7,Residential
18121,PermanentCrop/PermanentCrop_451.jpg,6,PermanentCrop
11102,River/River_2005.jpg,8,River
2315,Industrial/Industrial_2405.jpg,4,Industrial
13355,SeaLake/SeaLake_1761.jpg,9,SeaLake
16464,AnnualCrop/AnnualCrop_1012.jpg,0,AnnualCrop
16930,AnnualCrop/AnnualCrop_682.jpg,0,AnnualCrop
7570,Forest/Forest_2220.jpg,1,Forest
856,Pasture/Pasture_569.jpg,5,Pasture
12356,Highway/Highway_224.jpg,3,Highway
17670,PermanentCrop/PermanentCrop_1949.jpg,6,PermanentCrop
16567,AnnualCrop/AnnualCrop_1349.jpg,0,AnnualCrop
7245,Residential/Residential_85.jpg,7,Residential
11723,Highway/Highway_2469.jpg,3,Highway
6057,Residential/Residential_730.jpg,7,Residential
16128,AnnualCrop/AnnualCrop_349.jpg,0,AnnualCrop
11075,River/River_2357.jpg,8,River
16764,AnnualCrop/AnnualCrop_2587.jpg,0,AnnualCrop
1788,Industrial/Industrial_840.jpg,4,Industrial
18148,PermanentCrop/PermanentCrop_1803.jpg,6,PermanentCrop
17566,PermanentCrop/PermanentCrop_2340.jpg,6,PermanentCrop
15460,AnnualCrop/AnnualCrop_966.jpg,0,AnnualCrop
8316,Forest/Forest_370.jpg,1,Forest
3747,HerbaceousVegetation/HerbaceousVegetation_1885.jpg,2,HerbaceousVegetation
10937,River/River_1614.jpg,8,River
6837,Residential/Residential_782.jpg,7,Residential
18255,PermanentCrop/PermanentCrop_3.jpg,6,PermanentCrop
608,Pasture/Pasture_940.jpg,5,Pasture
4264,HerbaceousVegetation/HerbaceousVegetation_486.jpg,2,HerbaceousVegetation
17344,PermanentCrop/PermanentCrop_1613.jpg,6,PermanentCrop
17629,PermanentCrop/PermanentCrop_1587.jpg,6,PermanentCrop
5449,Residential/Residential_1689.jpg,7,Residential
12232,Highway/Highway_816.jpg,3,Highway
5308,Residential/Residential_897.jpg,7,Residential
18768,PermanentCrop/PermanentCrop_2150.jpg,6,PermanentCrop
7441,Forest/Forest_1292.jpg,1,Forest
71,Pasture/Pasture_1918.jpg,5,Pasture
1965,Industrial/Industrial_1212.jpg,4,Industrial
7499,Forest/Forest_2887.jpg,1,Forest
9937,River/River_1325.jpg,8,River
11270,Highway/Highway_499.jpg,3,Highway
9928,River/River_1343.jpg,8,River
17198,PermanentCrop/PermanentCrop_1455.jpg,6,PermanentCrop
3847,HerbaceousVegetation/HerbaceousVegetation_1251.jpg,2,HerbaceousVegetation
6049,Residential/Residential_224.jpg,7,Residential
8213,Forest/Forest_2457.jpg,1,Forest
9142,Forest/Forest_438.jpg,1,Forest
365,Pasture/Pasture_1187.jpg,5,Pasture
13337,SeaLake/SeaLake_2483.jpg,9,SeaLake
4093,HerbaceousVegetation/HerbaceousVegetation_849.jpg,2,HerbaceousVegetation
3489,HerbaceousVegetation/HerbaceousVegetation_494.jpg,2,HerbaceousVegetation
5874,Residential/Residential_2761.jpg,7,Residential
10977,River/River_411.jpg,8,River
4467,HerbaceousVegetation/HerbaceousVegetation_2055.jpg,2,HerbaceousVegetation
3845,HerbaceousVegetation/HerbaceousVegetation_2889.jpg,2,HerbaceousVegetation
1398,Pasture/Pasture_861.jpg,5,Pasture
18697,PermanentCrop/PermanentCrop_1605.jpg,6,PermanentCrop
17430,PermanentCrop/PermanentCrop_1542.jpg,6,PermanentCrop
14588,SeaLake/SeaLake_2583.jpg,9,SeaLake
2483,Industrial/Industrial_1150.jpg,4,Industrial
17505,PermanentCrop/PermanentCrop_854.jpg,6,PermanentCrop
8740,Forest/Forest_1887.jpg,1,Forest
7748,Forest/Forest_86.jpg,1,Forest
13895,SeaLake/SeaLake_2298.jpg,9,SeaLake
678,Pasture/Pasture_1198.jpg,5,Pasture
18154,PermanentCrop/PermanentCrop_1030.jpg,6,PermanentCrop
10077,River/River_110.jpg,8,River
