,Filename,Label,ClassName
125,Industrial/Industrial_1891.tif,4,Industrial
126,Forest/Forest_994.tif,1,Forest
127,Pasture/Pasture_373.tif,5,Pasture
128,Industrial/Industrial_1852.tif,4,Industrial
129,Pasture/Pasture_1948.tif,5,Pasture
130,AnnualCrop/AnnualCrop_2094.tif,0,AnnualCrop
131,Residential/Residential_170.tif,7,Residential
132,SeaLake/SeaLake_1182.tif,9,SeaLake
133,SeaLake/SeaLake_2981.tif,9,SeaLake
134,SeaLake/SeaLake_681.tif,9,SeaLake
135,River/River_1677.tif,8,River
136,HerbaceousVegetation/HerbaceousVegetation_649.tif,2,HerbaceousVegetation
137,Highway/Highway_1001.tif,3,Highway
138,HerbaceousVegetation/HerbaceousVegetation_504.tif,2,HerbaceousVegetation
139,Residential/Residential_113.tif,7,Residential
140,Highway/Highway_1232.tif,3,Highway
141,Industrial/Industrial_1382.tif,4,Industrial
142,Industrial/Industrial_1053.tif,4,Industrial
143,Industrial/Industrial_2295.tif,4,Industrial
144,Residential/Residential_2263.tif,7,Residential
145,Forest/Forest_2228.tif,1,Forest
146,River/River_467.tif,8,River
147,SeaLake/SeaLake_2465.tif,9,SeaLake
148,AnnualCrop/AnnualCrop_673.tif,0,AnnualCrop
149,Residential/Residential_917.tif,7,Residential
150,HerbaceousVegetation/HerbaceousVegetation_1301.tif,2,HerbaceousVegetation
151,River/River_2355.tif,8,River
152,Pasture/Pasture_564.tif,5,Pasture
153,PermanentCrop/PermanentCrop_999.tif,6,PermanentCrop
154,Residential/Residential_2754.tif,7,Residential
155,Residential/Residential_1136.tif,7,Residential
156,Residential/Residential_946.tif,7,Residential
157,SeaLake/SeaLake_1941.tif,9,SeaLake
158,AnnualCrop/AnnualCrop_1857.tif,0,AnnualCrop
159,Forest/Forest_583.tif,1,Forest
160,Pasture/Pasture_374.tif,5,Pasture
161,SeaLake/SeaLake_937.tif,9,SeaLake
162,PermanentCrop/PermanentCrop_2214.tif,6,PermanentCrop
163,Forest/Forest_1097.tif,1,Forest
164,PermanentCrop/PermanentCrop_1284.tif,6,PermanentCrop
165,PermanentCrop/PermanentCrop_2207.tif,6,PermanentCrop
166,HerbaceousVegetation/HerbaceousVegetation_396.tif,2,HerbaceousVegetation
167,Industrial/Industrial_488.tif,4,Industrial
168,AnnualCrop/AnnualCrop_1430.tif,0,AnnualCrop
169,Industrial/Industrial_2390.tif,4,Industrial
170,AnnualCrop/AnnualCrop_103.tif,0,AnnualCrop
171,AnnualCrop/AnnualCrop_2593.tif,0,AnnualCrop
172,Highway/Highway_497.tif,3,Highway
173,Highway/Highway_1099.tif,3,Highway
174,PermanentCrop/PermanentCrop_2425.tif,6,PermanentCrop
175,Industrial/Industrial_2232.tif,4,Industrial
176,PermanentCrop/PermanentCrop_1618.tif,6,PermanentCrop
177,HerbaceousVegetation/HerbaceousVegetation_1375.tif,2,HerbaceousVegetation
178,SeaLake/Jakarta_000208.tif,9,SeaLake
179,Industrial/Industrial_1199.tif,4,Industrial
180,Pasture/Pasture_1142.tif,5,Pasture
181,Industrial/Industrial_570.tif,4,Industrial
182,Pasture/Pasture_1638.tif,5,Pasture
183,AnnualCrop/AnnualCrop_2574.tif,0,AnnualCrop
184,HerbaceousVegetation/HerbaceousVegetation_2464.tif,2,HerbaceousVegetation
185,PermanentCrop/PermanentCrop_1489.tif,6,PermanentCrop
186,HerbaceousVegetation/HerbaceousVegetation_488.tif,2,HerbaceousVegetation
187,River/River_1391.tif,8,River
188,AnnualCrop/AnnualCrop_14.tif,0,AnnualCrop
189,SeaLake/SeaLake_1905.tif,9,SeaLake
190,AnnualCrop/AnnualCrop_1262.tif,0,AnnualCrop
191,Residential/Residential_2469.tif,7,Residential
192,Forest/Forest_2024.tif,1,Forest
193,Forest/Forest_2488.tif,1,Forest
194,PermanentCrop/PermanentCrop_645.tif,6,PermanentCrop
195,River/River_1147.tif,8,River
196,HerbaceousVegetation/HerbaceousVegetation_1580.tif,2,HerbaceousVegetation
197,Residential/Residential_399.tif,7,Residential
198,River/River_356.tif,8,River
199,AnnualCrop/AnnualCrop_1689.tif,0,AnnualCrop
200,SeaLake/SeaLake_1197.tif,9,SeaLake
201,Pasture/Pasture_211.tif,5,Pasture
202,Highway/Highway_953.tif,3,Highway
203,Industrial/Industrial_253.tif,4,Industrial
204,Industrial/Industrial_1399.tif,4,Industrial
205,AnnualCrop/AnnualCrop_1860.tif,0,AnnualCrop
206,PermanentCrop/PermanentCrop_1288.tif,6,PermanentCrop
207,PermanentCrop/PermanentCrop_309.tif,6,PermanentCrop
208,Forest/Forest_653.tif,1,Forest
209,Forest/Forest_1870.tif,1,Forest
210,Residential/Residential_741.tif,7,Residential
211,HerbaceousVegetation/HerbaceousVegetation_2538.tif,2,HerbaceousVegetation
212,HerbaceousVegetation/HerbaceousVegetation_359.tif,2,HerbaceousVegetation
213,Highway/Highway_405.tif,3,Highway
214,River/River_1964.tif,8,River
215,Forest/Forest_443.tif,1,Forest
216,PermanentCrop/PermanentCrop_1077.tif,6,PermanentCrop
217,Forest/Forest_464.tif,1,Forest
218,AnnualCrop/AnnualCrop_64.tif,0,AnnualCrop
219,Highway/Highway_1747.tif,3,Highway
220,SeaLake/SeaLake_379.tif,9,SeaLake
221,AnnualCrop/AnnualCrop_38.tif,0,AnnualCrop
222,AnnualCrop/AnnualCrop_2655.tif,0,AnnualCrop
223,Forest/Forest_2677.tif,1,Forest
224,Industrial/Industrial_1041.tif,4,Industrial
225,HerbaceousVegetation/HerbaceousVegetation_2146.tif,2,HerbaceousVegetation
226,Pasture/Pasture_198.tif,5,Pasture
227,PermanentCrop/PermanentCrop_2065.tif,6,PermanentCrop
228,Industrial/Industrial_458.tif,4,Industrial
229,Industrial/Industrial_2313.tif,4,Industrial
230,Pasture/Pasture_1186.tif,5,Pasture
231,AnnualCrop/AnnualCrop_899.tif,0,AnnualCrop
232,AnnualCrop/AnnualCrop_2524.tif,0,AnnualCrop
233,Industrial/Industrial_1593.tif,4,Industrial
234,PermanentCrop/PermanentCrop_797.tif,6,PermanentCrop
235,AnnualCrop/AnnualCrop_1452.tif,0,AnnualCrop
236,Pasture/Pasture_1359.tif,5,Pasture
237,Highway/Highway_275.tif,3,Highway
238,SeaLake/Jakarta_000295.tif,9,SeaLake
239,Residential/Residential_188.tif,7,Residential
240,Forest/Forest_1082.tif,1,Forest
241,Highway/Highway_2403.tif,3,Highway
242,AnnualCrop/AnnualCrop_2793.tif,0,AnnualCrop
243,Industrial/Industrial_793.tif,4,Industrial
244,Forest/Forest_2310.tif,1,Forest
245,Industrial/Industrial_784.tif,4,Industrial
246,Industrial/Industrial_1091.tif,4,Industrial
247,Forest/Forest_2883.tif,1,Forest
248,Residential/Residential_1280.tif,7,Residential
249,PermanentCrop/PermanentCrop_1700.tif,6,PermanentCrop
250,Forest/Forest_1310.tif,1,Forest
251,Residential/Residential_2595.tif,7,Residential
252,Highway/Highway_2204.tif,3,Highway
253,Highway/Highway_1781.tif,3,Highway
254,HerbaceousVegetation/HerbaceousVegetation_1069.tif,2,HerbaceousVegetation
255,Residential/Residential_1677.tif,7,Residential
256,Highway/Highway_417.tif,3,Highway
257,River/River_551.tif,8,River
258,HerbaceousVegetation/HerbaceousVegetation_2710.tif,2,HerbaceousVegetation
259,Industrial/Industrial_209.tif,4,Industrial
260,SeaLake/SeaLake_2980.tif,9,SeaLake
261,Highway/Highway_169.tif,3,Highway
262,Highway/Highway_1894.tif,3,Highway
263,River/River_2058.tif,8,River
264,Highway/Highway_674.tif,3,Highway
265,SeaLake/Jakarta_000181.tif,9,SeaLake
266,Industrial/Industrial_2484.tif,4,Industrial
267,SeaLake/SeaLake_605.tif,9,SeaLake
268,Pasture/Pasture_831.tif,5,Pasture
269,Industrial/Industrial_446.tif,4,Industrial
270,Industrial/Industrial_2042.tif,4,Industrial
271,AnnualCrop/AnnualCrop_2184.tif,0,AnnualCrop
272,River/River_1186.tif,8,River
273,PermanentCrop/PermanentCrop_266.tif,6,PermanentCrop
274,HerbaceousVegetation/HerbaceousVegetation_2150.tif,2,HerbaceousVegetation
275,Pasture/Pasture_411.tif,5,Pasture
276,Pasture/Pasture_455.tif,5,Pasture
277,SeaLake/SeaLake_1078.tif,9,SeaLake
278,Industrial/Industrial_606.tif,4,Industrial
279,Highway/Highway_1936.tif,3,Highway
280,River/River_166.tif,8,River
281,River/River_1748.tif,8,River
282,PermanentCrop/PermanentCrop_1434.tif,6,PermanentCrop
283,SeaLake/SeaLake_638.tif,9,SeaLake
284,River/River_822.tif,8,River
285,SeaLake/SeaLake_1849.tif,9,SeaLake
286,AnnualCrop/AnnualCrop_1186.tif,0,AnnualCrop
287,AnnualCrop/AnnualCrop_1846.tif,0,AnnualCrop
288,Industrial/Industrial_2055.tif,4,Industrial
289,SeaLake/SeaLake_1221.tif,9,SeaLake
290,AnnualCrop/AnnualCrop_1497.tif,0,AnnualCrop
291,AnnualCrop/AnnualCrop_1616.tif,0,AnnualCrop
292,PermanentCrop/PermanentCrop_2320.tif,6,PermanentCrop
293,River/River_903.tif,8,River
294,Forest/Forest_319.tif,1,Forest
295,River/River_1842.tif,8,River
296,HerbaceousVegetation/HerbaceousVegetation_2768.tif,2,HerbaceousVegetation
297,AnnualCrop/AnnualCrop_379.tif,0,AnnualCrop
298,Pasture/Pasture_962.tif,5,Pasture
299,HerbaceousVegetation/HerbaceousVegetation_2772.tif,2,HerbaceousVegetation
300,Industrial/Industrial_104.tif,4,Industrial
301,Industrial/Industrial_1257.tif,4,Industrial
302,Residential/Residential_1580.tif,7,Residential
303,SeaLake/SeaLake_262.tif,9,SeaLake
304,Forest/Forest_320.tif,1,Forest
305,Residential/Residential_2448.tif,7,Residential
306,Forest/Forest_494.tif,1,Forest
307,HerbaceousVegetation/HerbaceousVegetation_2303.tif,2,HerbaceousVegetation
308,SeaLake/SeaLake_2061.tif,9,SeaLake
309,Residential/Residential_2402.tif,7,Residential
310,HerbaceousVegetation/HerbaceousVegetation_263.tif,2,HerbaceousVegetation
311,PermanentCrop/PermanentCrop_1682.tif,6,PermanentCrop
312,PermanentCrop/PermanentCrop_511.tif,6,PermanentCrop
313,SeaLake/Jakarta_000258.tif,9,SeaLake
314,AnnualCrop/AnnualCrop_1514.tif,0,AnnualCrop
315,AnnualCrop/AnnualCrop_2388.tif,0,AnnualCrop
316,Residential/Residential_574.tif,7,Residential
317,SeaLake/SeaLake_2392.tif,9,SeaLake
318,Forest/Forest_1414.tif,1,Forest
319,HerbaceousVegetation/HerbaceousVegetation_2369.tif,2,HerbaceousVegetation
320,PermanentCrop/PermanentCrop_2460.tif,6,PermanentCrop
321,River/River_1761.tif,8,River
322,PermanentCrop/PermanentCrop_1827.tif,6,PermanentCrop
323,Residential/Residential_1457.tif,7,Residential
324,PermanentCrop/PermanentCrop_1644.tif,6,PermanentCrop
325,HerbaceousVegetation/HerbaceousVegetation_1438.tif,2,HerbaceousVegetation
326,HerbaceousVegetation/HerbaceousVegetation_355.tif,2,HerbaceousVegetation
327,Industrial/Industrial_1444.tif,4,Industrial
328,Industrial/Industrial_2074.tif,4,Industrial
329,SeaLake/SeaLake_2995.tif,9,SeaLake
330,HerbaceousVegetation/HerbaceousVegetation_1920.tif,2,HerbaceousVegetation
331,Forest/Forest_2977.tif,1,Forest
332,Forest/Forest_808.tif,1,Forest
333,SeaLake/Bombay_000023.tif,9,SeaLake
334,AnnualCrop/AnnualCrop_816.tif,0,AnnualCrop
335,Highway/Highway_1851.tif,3,Highway
336,AnnualCrop/AnnualCrop_2969.tif,0,AnnualCrop
337,Forest/Forest_314.tif,1,Forest
338,Industrial/Industrial_709.tif,4,Industrial
339,HerbaceousVegetation/HerbaceousVegetation_1924.tif,2,HerbaceousVegetation
340,Forest/Forest_611.tif,1,Forest
341,Industrial/Industrial_864.tif,4,Industrial
342,Highway/Highway_1881.tif,3,Highway
343,HerbaceousVegetation/HerbaceousVegetation_2751.tif,2,HerbaceousVegetation
344,Industrial/Industrial_396.tif,4,Industrial
345,Industrial/Industrial_1133.tif,4,Industrial
346,SeaLake/SeaLake_645.tif,9,SeaLake
347,PermanentCrop/PermanentCrop_2290.tif,6,PermanentCrop
348,Pasture/Pasture_1730.tif,5,Pasture
349,AnnualCrop/AnnualCrop_708.tif,0,AnnualCrop
350,HerbaceousVegetation/HerbaceousVegetation_457.tif,2,HerbaceousVegetation
351,SeaLake/SeaLake_2284.tif,9,SeaLake
352,Residential/Residential_2106.tif,7,Residential
353,PermanentCrop/PermanentCrop_1762.tif,6,PermanentCrop
354,Pasture/Pasture_1128.tif,5,Pasture
355,PermanentCrop/PermanentCrop_545.tif,6,PermanentCrop
356,River/River_1304.tif,8,River
357,Industrial/Industrial_203.tif,4,Industrial
358,PermanentCrop/PermanentCrop_1636.tif,6,PermanentCrop
359,Forest/Forest_1853.tif,1,Forest
360,PermanentCrop/PermanentCrop_785.tif,6,PermanentCrop
361,River/River_790.tif,8,River
362,Pasture/Pasture_361.tif,5,Pasture
363,Residential/Residential_2975.tif,7,Residential
364,Forest/Forest_2480.tif,1,Forest
365,River/River_1527.tif,8,River
366,SeaLake/Jakarta_000330.tif,9,SeaLake
367,Forest/Forest_1640.tif,1,Forest
368,HerbaceousVegetation/HerbaceousVegetation_927.tif,2,HerbaceousVegetation
369,Pasture/Pasture_1734.tif,5,Pasture
370,Industrial/Industrial_1241.tif,4,Industrial
371,Residential/Residential_2788.tif,7,Residential
372,AnnualCrop/AnnualCrop_524.tif,0,AnnualCrop
373,AnnualCrop/AnnualCrop_462.tif,0,AnnualCrop
374,AnnualCrop/AnnualCrop_1493.tif,0,AnnualCrop
375,HerbaceousVegetation/HerbaceousVegetation_1599.tif,2,HerbaceousVegetation
376,SeaLake/SeaLake_1414.tif,9,SeaLake
377,Pasture/Pasture_1998.tif,5,Pasture
378,SeaLake/Jakarta_000442.tif,9,SeaLake
379,SeaLake/SeaLake_1402.tif,9,SeaLake
380,Forest/Forest_1788.tif,1,Forest
381,SeaLake/Jakarta_000087.tif,9,SeaLake
382,PermanentCrop/PermanentCrop_2231.tif,6,PermanentCrop
383,Industrial/Industrial_165.tif,4,Industrial
384,SeaLake/Jakarta_000418.tif,9,SeaLake
385,Forest/Forest_2682.tif,1,Forest
386,Highway/Highway_2388.tif,3,Highway
387,Highway/Highway_612.tif,3,Highway
388,Industrial/Industrial_1795.tif,4,Industrial
389,Residential/Residential_1799.tif,7,Residential
390,Highway/Highway_1468.tif,3,Highway
391,River/River_2405.tif,8,River
392,Highway/Highway_1584.tif,3,Highway
393,River/River_1439.tif,8,River
394,HerbaceousVegetation/HerbaceousVegetation_502.tif,2,HerbaceousVegetation
395,Pasture/Pasture_1145.tif,5,Pasture
396,PermanentCrop/PermanentCrop_2495.tif,6,PermanentCrop
397,Residential/Residential_2040.tif,7,Residential
398,AnnualCrop/AnnualCrop_2875.tif,0,AnnualCrop
399,Highway/Highway_1710.tif,3,Highway
400,Residential/Residential_416.tif,7,Residential
401,River/River_1190.tif,8,River
402,Industrial/Industrial_1954.tif,4,Industrial
403,Pasture/Pasture_1344.tif,5,Pasture
404,SeaLake/Bombay_000059.tif,9,SeaLake
405,Residential/Residential_1864.tif,7,Residential
406,Pasture/Pasture_1028.tif,5,Pasture
407,SeaLake/SeaLake_2683.tif,9,SeaLake
408,PermanentCrop/PermanentCrop_1380.tif,6,PermanentCrop
409,Industrial/Industrial_875.tif,4,Industrial
410,AnnualCrop/AnnualCrop_2496.tif,0,AnnualCrop
411,Forest/Forest_2630.tif,1,Forest
412,Forest/Forest_924.tif,1,Forest
413,Forest/Forest_2163.tif,1,Forest
414,SeaLake/SeaLake_1293.tif,9,SeaLake
415,River/River_1757.tif,8,River
416,Forest/Forest_599.tif,1,Forest
417,River/River_654.tif,8,River
418,Industrial/Industrial_2475.tif,4,Industrial
419,Industrial/Industrial_91.tif,4,Industrial
420,HerbaceousVegetation/HerbaceousVegetation_1473.tif,2,HerbaceousVegetation
421,PermanentCrop/PermanentCrop_1964.tif,6,PermanentCrop
422,Residential/Residential_168.tif,7,Residential
423,AnnualCrop/AnnualCrop_2392.tif,0,AnnualCrop
424,Highway/Highway_424.tif,3,Highway
425,Residential/Residential_689.tif,7,Residential
426,PermanentCrop/PermanentCrop_787.tif,6,PermanentCrop
427,Forest/Forest_864.tif,1,Forest
428,River/River_1578.tif,8,River
429,AnnualCrop/AnnualCrop_1102.tif,0,AnnualCrop
430,SeaLake/SeaLake_472.tif,9,SeaLake
431,Industrial/Industrial_2334.tif,4,Industrial
432,AnnualCrop/AnnualCrop_849.tif,0,AnnualCrop
433,AnnualCrop/AnnualCrop_2025.tif,0,AnnualCrop
434,Pasture/Pasture_1264.tif,5,Pasture
435,Forest/Forest_1170.tif,1,Forest
436,Forest/Forest_650.tif,1,Forest
437,Highway/Highway_1421.tif,3,Highway
438,SeaLake/SeaLake_1079.tif,9,SeaLake
439,PermanentCrop/PermanentCrop_1998.tif,6,PermanentCrop
440,Industrial/Industrial_2425.tif,4,Industrial
441,Residential/Residential_1577.tif,7,Residential
442,River/River_296.tif,8,River
443,HerbaceousVegetation/HerbaceousVegetation_204.tif,2,HerbaceousVegetation
444,Highway/Highway_1587.tif,3,Highway
445,Industrial/Industrial_1404.tif,4,Industrial
446,Residential/Residential_923.tif,7,Residential
447,Highway/Highway_2181.tif,3,Highway
448,River/River_1670.tif,8,River
449,HerbaceousVegetation/HerbaceousVegetation_2635.tif,2,HerbaceousVegetation
450,AnnualCrop/AnnualCrop_1526.tif,0,AnnualCrop
451,River/River_1189.tif,8,River
452,Residential/Residential_1556.tif,7,Residential
453,HerbaceousVegetation/HerbaceousVegetation_1278.tif,2,HerbaceousVegetation
454,Forest/Forest_1934.tif,1,Forest
455,HerbaceousVegetation/HerbaceousVegetation_951.tif,2,HerbaceousVegetation
456,Industrial/Industrial_2377.tif,4,Industrial
457,Industrial/Industrial_1210.tif,4,Industrial
458,AnnualCrop/AnnualCrop_339.tif,0,AnnualCrop
459,Pasture/Pasture_558.tif,5,Pasture
460,SeaLake/SeaLake_2463.tif,9,SeaLake
461,Highway/Highway_244.tif,3,Highway
462,Forest/Forest_1862.tif,1,Forest
463,River/River_1388.tif,8,River
464,Highway/Highway_390.tif,3,Highway
465,SeaLake/SeaLake_2201.tif,9,SeaLake
466,Highway/Highway_2128.tif,3,Highway
467,Industrial/Industrial_2077.tif,4,Industrial
468,River/River_2499.tif,8,River
469,AnnualCrop/AnnualCrop_947.tif,0,AnnualCrop
470,River/River_1328.tif,8,River
471,SeaLake/SeaLake_1005.tif,9,SeaLake
472,Industrial/Industrial_710.tif,4,Industrial
473,HerbaceousVegetation/HerbaceousVegetation_2523.tif,2,HerbaceousVegetation
474,AnnualCrop/AnnualCrop_2209.tif,0,AnnualCrop
475,River/River_846.tif,8,River
476,PermanentCrop/PermanentCrop_2457.tif,6,PermanentCrop
477,HerbaceousVegetation/HerbaceousVegetation_1324.tif,2,HerbaceousVegetation
478,SeaLake/SeaLake_1401.tif,9,SeaLake
479,HerbaceousVegetation/HerbaceousVegetation_154.tif,2,HerbaceousVegetation
480,SeaLake/SeaLake_2890.tif,9,SeaLake
481,PermanentCrop/PermanentCrop_825.tif,6,PermanentCrop
482,Highway/Highway_1956.tif,3,Highway
483,Industrial/Industrial_2417.tif,4,Industrial
484,Industrial/Industrial_196.tif,4,Industrial
485,SeaLake/SeaLake_830.tif,9,SeaLake
486,SeaLake/SeaLake_1840.tif,9,SeaLake
487,PermanentCrop/PermanentCrop_1210.tif,6,PermanentCrop
488,Residential/Residential_644.tif,7,Residential
489,Highway/Highway_663.tif,3,Highway
490,Residential/Residential_2367.tif,7,Residential
491,Forest/Forest_691.tif,1,Forest
492,Residential/Residential_967.tif,7,Residential
493,AnnualCrop/AnnualCrop_2690.tif,0,AnnualCrop
494,Pasture/Pasture_1876.tif,5,Pasture
495,PermanentCrop/PermanentCrop_1247.tif,6,PermanentCrop
496,HerbaceousVegetation/HerbaceousVegetation_2652.tif,2,HerbaceousVegetation
497,Forest/Forest_447.tif,1,Forest
498,HerbaceousVegetation/HerbaceousVegetation_1053.tif,2,HerbaceousVegetation
499,SeaLake/SeaLake_2452.tif,9,SeaLake
500,Industrial/Industrial_634.tif,4,Industrial
501,PermanentCrop/PermanentCrop_447.tif,6,PermanentCrop
502,Industrial/Industrial_1260.tif,4,Industrial
503,Pasture/Pasture_1759.tif,5,Pasture
504,PermanentCrop/PermanentCrop_2371.tif,6,PermanentCrop
505,HerbaceousVegetation/HerbaceousVegetation_1309.tif,2,HerbaceousVegetation
506,Forest/Forest_686.tif,1,Forest
507,Industrial/Industrial_1031.tif,4,Industrial
508,HerbaceousVegetation/HerbaceousVegetation_2405.tif,2,HerbaceousVegetation
509,Forest/Forest_2165.tif,1,Forest
510,Forest/Forest_2732.tif,1,Forest
511,Forest/Forest_904.tif,1,Forest
512,Pasture/Pasture_1118.tif,5,Pasture
513,AnnualCrop/AnnualCrop_2472.tif,0,AnnualCrop
514,HerbaceousVegetation/HerbaceousVegetation_1568.tif,2,HerbaceousVegetation
515,Pasture/Pasture_747.tif,5,Pasture
516,SeaLake/SeaLake_786.tif,9,SeaLake
517,SeaLake/SeaLake_1856.tif,9,SeaLake
518,Pasture/Pasture_454.tif,5,Pasture
519,Highway/Highway_2297.tif,3,Highway
